Name_Id,id_from,RA,DEC,otype_txt,redshift,rvz_type,otypes,Ne_IR_info,SMB_sample
IC 4518A,SIMBAD,224.41875,-43.13166666666667,Sy2,0.016568128608492213,c,gam|X  |AGN|Sy2|Sy2|G  ,NeII|NeIII|NeV,8613
PG 0953+414,SIMBAD,149.21830452150294,41.256170042771664,Sy1,0.2341,z,*  |QSO|QSO|Sy1|IR |UV |gam|X  |BH?,NeII|NeV,8622
Ton  1565,SIMBAD,198.0739694368766,35.2558576789835,Sy1,0.18295,z,IR |Bla|Bla|X  |QSO|QSO|QSO|Sy1|QSO|Rad|QSO|Sy1|Q? |UV |X  |Rad|blu|*  |gam|GiC|BH?,NeII|NeV,8624
Ton  1388,SIMBAD,169.7861608931266,21.3216629324693,Sy1,0.176,z,X  |AGN|QSO|AGN|QSO|QSO|QSO|Sy1|IR |*  |UV |X  |gam|blu|GiC|BH?,NeII|NeV,8632
2MASS J14025120+2631175,SIMBAD,210.713327430111,26.5215422585678,Sy1,0.18748,z,G  |IR |AGN|QSO|QSO|AGN|Sy1|*  |QSO|QSO|X  ,NeII|NeIII|NeV,8670
IRAS 17002+5153,SIMBAD,255.3534447553731,51.8223464238128,Sy1,0.292,z,Rad|QSO|QSO|Sy1|*  |G  |UV |IR |gam|AGN,NeII|NeV,8723
IRAS 15091-2107,SIMBAD,227.9991871186362,-21.3170932191826,Sy1,0.04445742260800971,c,Sy1|Sy1|G  |Rad|Sy1|AGN|IR |X  |G  ,NeII|NeIII|NeV,8847
ESO  12-21,SIMBAD,10.1919855554306,-79.2400378292971,Sy1,0.033396756044708376,v,G  |*  |G  |Sy1|AGN|X  |IR |G  ,NeII|NeIII|NeV,8933
UGC 12138,SIMBAD,340.0710862580025,8.0537550326207,Sy1,0.024927244834157904,c,Sy2|Sy1|G  |Sy1|AGN|IR |Em*|X  |G  |GiG,NeII|NeIII|NeV,9017
LEDA   75476,SIMBAD,89.5085694717623,-38.3345704215169,Sy1,0.03397,z,gam|Sy1|AGN|Sy1|G  |Sy1|AGN|IR |X  |G  ,NeII|NeIII|NeV,9077
