#                      Published-Value                         |                      NED-Homogenized-Values                   
#      Spectral-axis           Intensity         Uncertainty   |          Spectral-axis           Intensity         Uncertainty
#         [Angstrom]      [erg/cm^2/s/A]      [erg/cm^2/s/A]   |                   [Hz]          [W/m^2/Hz]          [W/m^2/Hz]
    21877.7525787415        7.426969e-16                       |         1.37030738e+14      1.18575870e-28                    
    21882.7525787415        7.364513e-16                       |         1.36999428e+14      1.17632473e-28                    
    21887.7525787415        7.388327e-16                       |         1.36968132e+14      1.18066787e-28                    
    21892.7525787415        7.415006e-16                       |         1.36936851e+14      1.18547265e-28                    
    21897.7525787415         7.47146e-16                       |         1.36905583e+14      1.19504390e-28                    
    21902.7525787415        7.495981e-16                       |         1.36874330e+14      1.19951357e-28                    
    21907.7525787415        7.483765e-16                       |         1.36843091e+14      1.19810558e-28                    
    21912.7525787415        7.472292e-16                       |         1.36811867e+14      1.19681494e-28                    
    21917.7525787415        7.464055e-16                       |         1.36780657e+14      1.19604127e-28                    
    21922.7525787415        7.441045e-16                       |         1.36749461e+14      1.19289822e-28                    
    21927.7525787415        7.424022e-16                       |         1.36718279e+14      1.19071216e-28                    
    21932.7525787415        7.387317e-16                       |         1.36687111e+14      1.18536557e-28                    
    21937.7525787415        7.380281e-16                       |         1.36655958e+14      1.18477658e-28                    
    21942.7525787415        7.400736e-16                       |         1.36624819e+14      1.18860190e-28                    
    21947.7525787415        7.414926e-16                       |         1.36593694e+14      1.19142368e-28                    
    21952.7525787415        7.395264e-16                       |         1.36562583e+14      1.18880588e-28                    
    21957.7525787415        7.364238e-16                       |         1.36531486e+14      1.18435769e-28                    
    21962.7525787415        7.380201e-16                       |         1.36500404e+14      1.18746556e-28                    
    21967.7525787415        7.396748e-16                       |         1.36469335e+14      1.19066990e-28                    
    21972.7525787415        7.425954e-16                       |         1.36438281e+14      1.19591546e-28                    
    21977.7525787415        7.393255e-16                       |         1.36407241e+14      1.19119138e-28                    
    21982.7525787415        7.421034e-16                       |         1.36376215e+14      1.19621119e-28                    
    21987.7525787415        7.412789e-16                       |         1.36345203e+14      1.19542578e-28                    
    21992.7525787415         7.43196e-16                       |         1.36314205e+14      1.19906254e-28                    
    21997.7525787415        7.431933e-16                       |         1.36283222e+14      1.19960345e-28                    
    22002.7525787415        7.457319e-16                       |         1.36252252e+14      1.20424831e-28                    
    22007.7525787415        7.447745e-16                       |         1.36221297e+14      1.20324893e-28                    
    22012.7525787415        7.455385e-16                       |         1.36190355e+14      1.20503060e-28                    
    22017.7525787415         7.45495e-16                       |         1.36159428e+14      1.20550774e-28                    
    22022.7525787415        7.450953e-16                       |         1.36128514e+14      1.20540869e-28                    
    22027.7525787415        7.430061e-16                       |         1.36097615e+14      1.20257468e-28                    
    22032.7525787415        7.414015e-16                       |         1.36066730e+14      1.20052241e-28                    
    22037.7525787415        7.413408e-16                       |         1.36035858e+14      1.20096902e-28                    
    22042.7525787415        7.411783e-16                       |         1.36005001e+14      1.20125067e-28                    
    22047.7525787415        7.395498e-16                       |         1.35974158e+14      1.19915514e-28                    
    22052.7525787415        7.351023e-16                       |         1.35943329e+14      1.19248435e-28                    
    22057.7525787415        7.324823e-16                       |         1.35912513e+14      1.18877305e-28                    
    22062.7525787415        7.338239e-16                       |         1.35881712e+14      1.19149037e-28                    
    22067.7525787415        7.387619e-16                       |         1.35850925e+14      1.20005181e-28                    
    22072.7525787415        7.415419e-16                       |         1.35820151e+14      1.20511358e-28                    
    22077.7525787415        7.375567e-16                       |         1.35789392e+14      1.19918015e-28                    
    22082.7525787415        7.350549e-16                       |         1.35758646e+14      1.19565390e-28                    
    22087.7525787415        7.336252e-16                       |         1.35727914e+14      1.19386878e-28                    
    22092.7525787415        7.365675e-16                       |         1.35697197e+14      1.19919968e-28                    
    22097.7525787415        7.406042e-16                       |         1.35666493e+14      1.20631764e-28                    
    22102.7525787415        7.424869e-16                       |         1.35635803e+14      1.20993159e-28                    
    22107.7525787415        7.415618e-16                       |         1.35605127e+14      1.20897087e-28                    
    22112.7525787415        7.400549e-16                       |         1.35574465e+14      1.20705997e-28                    
    22117.7525787415        7.377478e-16                       |         1.35543816e+14      1.20384122e-28                    
    22122.7525787415         7.36904e-16                       |         1.35513182e+14      1.20300805e-28                    
    22127.7525787415        7.392258e-16                       |         1.35482561e+14      1.20734399e-28                    
    22132.7525787415        7.423247e-16                       |         1.35451954e+14      1.21295326e-28                    
    22137.7525787415        7.432174e-16                       |         1.35421361e+14      1.21496068e-28                    
    22142.7525787415        7.425901e-16                       |         1.35390782e+14      1.21448363e-28                    
    22147.7525787415        7.440714e-16                       |         1.35360217e+14      1.21745589e-28                    
    22152.7525787415        7.467208e-16                       |         1.35329665e+14      1.22234257e-28                    
    22157.7525787415        7.463403e-16                       |         1.35299127e+14      1.22227128e-28                    
    22162.7525787415        7.455632e-16                       |         1.35268603e+14      1.22154974e-28                    
    22167.7525787415        7.457694e-16                       |         1.35238093e+14      1.22243897e-28                    
    22172.7525787415        7.446224e-16                       |         1.35207597e+14      1.22110951e-28                    
    22177.7525787415        7.451275e-16                       |         1.35177114e+14      1.22248899e-28                    
    22182.7525787415        7.483791e-16                       |         1.35146645e+14      1.22837740e-28                    
    22187.7525787415        7.523662e-16                       |         1.35116190e+14      1.23547852e-28                    
    22192.7525787415        7.570355e-16                       |         1.35085748e+14      1.24370644e-28                    
    22197.7525787415        7.590163e-16                       |         1.35055321e+14      1.24752257e-28                    
    22202.7525787415        7.598982e-16                       |         1.35024906e+14      1.24953478e-28                    
    22207.7525787415        7.567951e-16                       |         1.34994506e+14      1.24499276e-28                    
    22212.7525787415        7.528874e-16                       |         1.34964119e+14      1.23912204e-28                    
    22217.7525787415        7.500216e-16                       |         1.34933746e+14      1.23496122e-28                    
    22222.7525787415        7.471117e-16                       |         1.34903387e+14      1.23072362e-28                    
    22227.7525787415        7.478866e-16                       |         1.34873041e+14      1.23255457e-28                    
    22232.7525787415        7.521707e-16                       |         1.34842709e+14      1.24017273e-28                    
    22237.7525787415        7.546092e-16                       |         1.34812391e+14      1.24475299e-28                    
    22242.7525787415        7.542354e-16                       |         1.34782086e+14      1.24469593e-28                    
    22247.7525787415        7.514197e-16                       |         1.34751795e+14      1.24060682e-28                    
    22252.7525787415         7.52305e-16                       |         1.34721517e+14      1.24262682e-28                    
    22257.7525787415        7.483129e-16                       |         1.34691253e+14      1.23658834e-28                    
    22262.7525787415         7.42571e-16                       |         1.34661003e+14      1.22765122e-28                    
    22267.7525787415        7.360439e-16                       |         1.34630766e+14      1.21740698e-28                    
    22272.7525787415        7.377008e-16                       |         1.34600543e+14      1.22069548e-28                    
    22277.7525787415        7.378143e-16                       |         1.34570333e+14      1.22143150e-28                    
    22282.7525787415        7.394165e-16                       |         1.34540137e+14      1.22463343e-28                    
    22287.7525787415        7.392762e-16                       |         1.34509955e+14      1.22495060e-28                    
    22292.7525787415        7.397664e-16                       |         1.34479786e+14      1.22631288e-28                    
    22297.7525787415        7.405931e-16                       |         1.34449630e+14      1.22823407e-28                    
    22302.7525787415        7.417099e-16                       |         1.34419488e+14      1.23063795e-28                    
    22307.7525787415        7.443092e-16                       |         1.34389360e+14      1.23550447e-28                    
    22312.7525787415        7.448321e-16                       |         1.34359245e+14      1.23692675e-28                    
    22317.7525787415        7.427634e-16                       |         1.34329144e+14      1.23404418e-28                    
    22322.7525787415        7.427905e-16                       |         1.34299056e+14      1.23464223e-28                    
    22327.7525787415        7.427332e-16                       |         1.34268981e+14      1.23510009e-28                    
    22332.7525787415        7.401323e-16                       |         1.34238920e+14      1.23132632e-28                    
    22337.7525787415        7.414917e-16                       |         1.34208873e+14      1.23414032e-28                    
    22342.7525787415        7.434562e-16                       |         1.34178839e+14      1.23796406e-28                    
    22347.7525787415        7.453142e-16                       |         1.34148818e+14      1.24161343e-28                    
    22352.7525787415        7.402005e-16                       |         1.34118811e+14      1.23364639e-28                    
    22357.7525787415        7.339521e-16                       |         1.34088817e+14      1.22377987e-28                    
    22362.7525787415        7.328489e-16                       |         1.34058836e+14      1.22248701e-28                    
    22367.7525787415        7.313962e-16                       |         1.34028869e+14      1.22060936e-28                    
    22372.7525787415        7.347087e-16                       |         1.33998916e+14      1.22668574e-28                    
    22377.7525787415        7.382889e-16                       |         1.33968976e+14      1.23321435e-28                    
    22382.7525787415        7.416271e-16                       |         1.33939049e+14      1.23934402e-28                    
    22387.7525787415        7.391733e-16                       |         1.33909135e+14      1.23579537e-28                    
    22392.7525787415        7.344684e-16                       |         1.33879235e+14      1.22847797e-28                    
    22397.7525787415        7.329167e-16                       |         1.33849348e+14      1.22643009e-28                    
    22402.7525787415        7.333752e-16                       |         1.33819475e+14      1.22774530e-28                    
    22407.7525787415        7.359824e-16                       |         1.33789615e+14      1.23266006e-28                    
    22412.7525787415        7.394538e-16                       |         1.33759768e+14      1.23902690e-28                    
    22417.7525787415        7.389038e-16                       |         1.33729935e+14      1.23865779e-28                    
    22422.7525787415        7.343388e-16                       |         1.33700115e+14      1.23155446e-28                    
    22427.7525787415        7.294081e-16                       |         1.33670308e+14      1.22383083e-28                    
    22432.7525787415        7.316515e-16                       |         1.33640514e+14      1.22814232e-28                    
    22437.7525787415        7.361124e-16                       |         1.33610734e+14      1.23618121e-28                    
    22442.7525787415        7.404833e-16                       |         1.33580967e+14      1.24407570e-28                    
    22447.7525787415        7.427111e-16                       |         1.33551213e+14      1.24837466e-28                    
    22452.7525787415        7.433586e-16                       |         1.33521473e+14      1.25001967e-28                    
    22457.7525787415        7.402509e-16                       |         1.33491745e+14      1.24534828e-28                    
    22462.7525787415        7.364294e-16                       |         1.33462031e+14      1.23947097e-28                    
    22467.7525787415        7.390911e-16                       |         1.33432331e+14      1.24450468e-28                    
    22472.7525787415        7.440327e-16                       |         1.33402643e+14      1.25338317e-28                    
    22477.7525787415        7.486852e-16                       |         1.33372969e+14      1.26178197e-28                    
    22482.7525787415        7.492147e-16                       |         1.33343307e+14      1.26323616e-28                    
    22487.7525787415        7.495108e-16                       |         1.33313659e+14      1.26429756e-28                    
    22492.7525787415        7.454177e-16                       |         1.33284025e+14      1.25795240e-28                    
    22497.7525787415        7.409533e-16                       |         1.33254403e+14      1.25097435e-28                    
    22502.7525787415        7.417495e-16                       |         1.33224795e+14      1.25287530e-28                    
    22507.7525787415        7.433469e-16                       |         1.33195199e+14      1.25613147e-28                    
    22512.7525787415        7.482996e-16                       |         1.33165617e+14      1.26506257e-28                    
    22517.7525787415        7.462401e-16                       |         1.33136048e+14      1.26214126e-28                    
    22522.7525787415        7.436701e-16                       |         1.33106492e+14      1.25835317e-28                    
    22527.7525787415        7.388056e-16                       |         1.33076949e+14      1.25067713e-28                    
    22532.7525787415        7.372653e-16                       |         1.33047420e+14      1.24862373e-28                    
    22537.7525787415        7.428265e-16                       |         1.33017903e+14      1.25860049e-28                    
    22542.7525787415        7.466814e-16                       |         1.32988400e+14      1.26569341e-28                    
    22547.7525787415        7.455821e-16                       |         1.32958909e+14      1.26439069e-28                    
    22552.7525787415        7.410761e-16                       |         1.32929432e+14      1.25730665e-28                    
    22557.7525787415        7.368969e-16                       |         1.32899968e+14      1.25077065e-28                    
    22562.7525787415        7.386177e-16                       |         1.32870517e+14      1.25424728e-28                    
    22567.7525787415        7.429121e-16                       |         1.32841078e+14      1.26209879e-28                    
    22572.7525787415        7.474071e-16                       |         1.32811653e+14      1.27029783e-28                    
    22577.7525787415        7.496343e-16                       |         1.32782241e+14      1.27464769e-28                    
    22582.7525787415        7.488105e-16                       |         1.32752842e+14      1.27381094e-28                    
    22587.7525787415        7.473705e-16                       |         1.32723456e+14      1.27192438e-28                    
    22592.7525787415        7.466566e-16                       |         1.32694083e+14      1.27127204e-28                    
    22597.7525787415        7.457387e-16                       |         1.32664723e+14      1.27027127e-28                    
    22602.7525787415        7.445883e-16                       |         1.32635376e+14      1.26887303e-28                    
    22607.7525787415        7.431955e-16                       |         1.32606042e+14      1.26705991e-28                    
    22612.7525787415        7.409512e-16                       |         1.32576721e+14      1.26379247e-28                    
    22617.7525787415        7.409904e-16                       |         1.32547413e+14      1.26441831e-28                    
    22622.7525787415        7.380405e-16                       |         1.32518118e+14      1.25994150e-28                    
    22627.7525787415        7.387944e-16                       |         1.32488836e+14      1.26178608e-28                    
    22632.7525787415         7.41687e-16                       |         1.32459566e+14      1.26728622e-28                    
    22637.7525787415        7.448805e-16                       |         1.32430310e+14      1.27330522e-28                    
    22642.7525787415        7.468332e-16                       |         1.32401067e+14      1.27720719e-28                    
    22647.7525787415          7.4468e-16                       |         1.32371836e+14      1.27408737e-28                    
    22652.7525787415        7.452136e-16                       |         1.32342618e+14      1.27556334e-28                    
    22657.7525787415        7.445316e-16                       |         1.32313414e+14      1.27495862e-28                    
    22662.7525787415        7.433759e-16                       |         1.32284222e+14      1.27354146e-28                    
    22667.7525787415        7.441077e-16                       |         1.32255043e+14      1.27535774e-28                    
    22672.7525787415        7.448283e-16                       |         1.32225877e+14      1.27715604e-28                    
    22677.7525787415        7.459521e-16                       |         1.32196724e+14      1.27964723e-28                    
    22682.7525787415        7.476395e-16                       |         1.32167583e+14      1.28310750e-28                    
    22687.7525787415        7.475336e-16                       |         1.32138456e+14      1.28349142e-28                    
    22692.7525787415        7.460706e-16                       |         1.32109341e+14      1.28154417e-28                    
    22697.7525787415        7.440552e-16                       |         1.32080239e+14      1.27864554e-28                    
    22702.7525787415        7.434473e-16                       |         1.32051150e+14      1.27816381e-28                    
    22707.7525787415         7.45023e-16                       |         1.32022074e+14      1.28143707e-28                    
    22712.7525787415        7.444862e-16                       |         1.31993011e+14      1.28107775e-28                    
    22717.7525787415        7.429367e-16                       |         1.31963960e+14      1.27897436e-28                    
    22722.7525787415        7.418855e-16                       |         1.31934922e+14      1.27772696e-28                    
    22727.7525787415        7.418799e-16                       |         1.31905897e+14      1.27827968e-28                    
    22732.7525787415        7.484047e-16                       |         1.31876885e+14      1.29008953e-28                    
    22737.7525787415        7.509483e-16                       |         1.31847885e+14      1.29504365e-28                    
    22742.7525787415         7.48064e-16                       |         1.31818898e+14      1.29063698e-28                    
    22747.7525787415        7.429382e-16                       |         1.31789924e+14      1.28235709e-28                    
    22752.7525787415        7.414278e-16                       |         1.31760963e+14      1.28031269e-28                    
    22757.7525787415         7.45386e-16                       |         1.31732014e+14      1.28771356e-28                    
    22762.7525787415          7.4697e-16                       |         1.31703079e+14      1.29101715e-28                    
    22767.7525787415        7.472429e-16                       |         1.31674155e+14      1.29205624e-28                    
    22772.7525787415        7.475667e-16                       |         1.31645245e+14      1.29318393e-28                    
    22777.7525787415        7.453752e-16                       |         1.31616347e+14      1.28995921e-28                    
    22782.7525787415        7.432795e-16                       |         1.31587462e+14      1.28689715e-28                    
    22787.7525787415        7.431269e-16                       |         1.31558590e+14      1.28719774e-28                    
    22792.7525787415        7.457543e-16                       |         1.31529730e+14      1.29231568e-28                    
    22797.7525787415        7.453086e-16                       |         1.31500883e+14      1.29211004e-28                    
    22802.7525787415        7.443961e-16                       |         1.31472048e+14      1.29109421e-28                    
    22807.7525787415        7.458004e-16                       |         1.31443227e+14      1.29409719e-28                    
    22812.7525787415         7.50852e-16                       |         1.31414417e+14      1.30343392e-28                    
    22817.7525787415        7.560688e-16                       |         1.31385621e+14      1.31306536e-28                    
    22822.7525787415        7.573483e-16                       |         1.31356837e+14      1.31586397e-28                    
    22827.7525787415        7.528571e-16                       |         1.31328066e+14      1.30863388e-28                    
    22832.7525787415        7.482086e-16                       |         1.31299307e+14      1.30112353e-28                    
    22837.7525787415        7.462613e-16                       |         1.31270561e+14      1.29830564e-28                    
    22842.7525787415        7.475328e-16                       |         1.31241827e+14      1.30108725e-28                    
    22847.7525787415        7.455078e-16                       |         1.31213106e+14      1.29813082e-28                    
    22852.7525787415         7.43966e-16                       |         1.31184398e+14      1.29601318e-28                    
    22857.7525787415        7.444547e-16                       |         1.31155702e+14      1.29743206e-28                    
    22862.7525787415        7.414455e-16                       |         1.31127019e+14      1.29275302e-28                    
    22867.7525787415        7.393882e-16                       |         1.31098348e+14      1.28972994e-28                    
    22872.7525787415        7.405073e-16                       |         1.31069690e+14      1.29224692e-28                    
    22877.7525787415        7.386286e-16                       |         1.31041044e+14      1.28953203e-28                    
    22882.7525787415        7.366893e-16                       |         1.31012411e+14      1.28670855e-28                    
    22887.7525787415        7.315943e-16                       |         1.30983791e+14      1.27836805e-28                    
    22892.7525787415        7.313435e-16                       |         1.30955182e+14      1.27848822e-28                    
    22897.7525787415        7.310605e-16                       |         1.30926587e+14      1.27855181e-28                    
    22902.7525787415        7.356509e-16                       |         1.30898004e+14      1.28714190e-28                    
    22907.7525787415        7.383297e-16                       |         1.30869433e+14      1.29239301e-28                    
    22912.7525787415        7.410331e-16                       |         1.30840875e+14      1.29769142e-28                    
    22917.7525787415        7.370866e-16                       |         1.30812329e+14      1.29134375e-28                    
    22922.7525787415        7.344698e-16                       |         1.30783796e+14      1.28732076e-28                    
    22927.7525787415        7.290188e-16                       |         1.30755275e+14      1.27832416e-28                    
    22932.7525787415        7.249281e-16                       |         1.30726766e+14      1.27170565e-28                    
    22937.7525787415        7.227453e-16                       |         1.30698270e+14      1.26842940e-28                    
    22942.7525787415        7.221221e-16                       |         1.30669787e+14      1.26788824e-28                    
    22947.7525787415        7.231794e-16                       |         1.30641316e+14      1.27029813e-28                    
    22952.7525787415        7.242013e-16                       |         1.30612857e+14      1.27264755e-28                    
    22957.7525787415        7.258039e-16                       |         1.30584411e+14      1.27601957e-28                    
    22962.7525787415        7.280553e-16                       |         1.30555977e+14      1.28053530e-28                    
    22967.7525787415        7.302308e-16                       |         1.30527555e+14      1.28492105e-28                    
    22972.7525787415        7.324266e-16                       |         1.30499146e+14      1.28934599e-28                    
    22977.7525787415        7.309717e-16                       |         1.30470749e+14      1.28734502e-28                    
    22982.7525787415        7.324938e-16                       |         1.30442365e+14      1.29058714e-28                    
    22987.7525787415        7.352153e-16                       |         1.30413992e+14      1.29594586e-28                    
    22992.7525787415        7.390706e-16                       |         1.30385633e+14      1.30330828e-28                    
    22997.7525787415        7.414528e-16                       |         1.30357285e+14      1.30807787e-28                    
    23002.7525787415        7.383342e-16                       |         1.30328950e+14      1.30314247e-28                    
    23007.7525787415        7.366249e-16                       |         1.30300627e+14      1.30069086e-28                    
    23012.7525787415        7.364589e-16                       |         1.30272317e+14      1.30096301e-28                    
    23017.7525787415        7.403356e-16                       |         1.30244018e+14      1.30837960e-28                    
    23022.7525787415        7.428548e-16                       |         1.30215732e+14      1.31340215e-28                    
    23027.7525787415         7.39423e-16                       |         1.30187459e+14      1.30790247e-28                    
    23032.7525787415        7.335019e-16                       |         1.30159197e+14      1.29799262e-28                    
    23037.7525787415        7.317313e-16                       |         1.30130948e+14      1.29542164e-28                    
    23042.7525787415        7.358452e-16                       |         1.30102711e+14      1.30327022e-28                    
    23047.7525787415        7.404738e-16                       |         1.30074487e+14      1.31203723e-28                    
    23052.7525787415        7.434436e-16                       |         1.30046275e+14      1.31787100e-28                    
    23057.7525787415        7.469337e-16                       |         1.30018074e+14      1.32463217e-28                    
    23062.7525787415        7.498507e-16                       |         1.29989886e+14      1.33038205e-28                    
    23067.7525787415        7.494357e-16                       |         1.29961711e+14      1.33022235e-28                    
    23072.7525787415        7.421614e-16                       |         1.29933547e+14      1.31788185e-28                    
    23077.7525787415        7.401885e-16                       |         1.29905396e+14      1.31494823e-28                    
    23082.7525787415        7.430322e-16                       |         1.29877257e+14      1.32057212e-28                    
    23087.7525787415        7.452746e-16                       |         1.29849130e+14      1.32513137e-28                    
    23092.7525787415        7.415292e-16                       |         1.29821015e+14      1.31904301e-28                    
    23097.7525787415        7.353655e-16                       |         1.29792913e+14      1.30864544e-28                    
    23102.7525787415        7.412005e-16                       |         1.29764823e+14      1.31960044e-28                    
    23107.7525787415        7.461655e-16                       |         1.29736744e+14      1.32901499e-28                    
    23112.7525787415        7.534847e-16                       |         1.29708678e+14      1.34263225e-28                    
    23117.7525787415        7.526364e-16                       |         1.29680624e+14      1.34170098e-28                    
    23122.7525787415        7.506157e-16                       |         1.29652583e+14      1.33867762e-28                    
    23127.7525787415        7.464622e-16                       |         1.29624553e+14      1.33184591e-28                    
    23132.7525787415        7.430325e-16                       |         1.29596535e+14      1.32629988e-28                    
    23137.7525787415        7.415589e-16                       |         1.29568530e+14      1.32424180e-28                    
    23142.7525787415        7.389878e-16                       |         1.29540537e+14      1.32022086e-28                    
    23147.7525787415        7.406723e-16                       |         1.29512555e+14      1.32380209e-28                    
    23152.7525787415        7.467644e-16                       |         1.29484586e+14      1.33526714e-28                    
    23157.7525787415        7.503774e-16                       |         1.29456629e+14      1.34230702e-28                    
    23162.7525787415        7.478778e-16                       |         1.29428684e+14      1.33841339e-28                    
    23167.7525787415        7.463938e-16                       |         1.29400751e+14      1.33633435e-28                    
    23172.7525787415        7.431052e-16                       |         1.29372830e+14      1.33102081e-28                    
    23177.7525787415        7.458608e-16                       |         1.29344922e+14      1.33653311e-28                    
    23182.7525787415        7.459728e-16                       |         1.29317025e+14      1.33731060e-28                    
    23187.7525787415        7.477859e-16                       |         1.29289140e+14      1.34113928e-28                    
    23192.7525787415         7.44932e-16                       |         1.29261267e+14      1.33659711e-28                    
    23197.7525787415        7.445116e-16                       |         1.29233407e+14      1.33641884e-28                    
    23202.7525787415        7.452712e-16                       |         1.29205558e+14      1.33835909e-28                    
    23207.7525787415        7.504354e-16                       |         1.29177721e+14      1.34821384e-28                    
    23212.7525787415        7.551213e-16                       |         1.29149896e+14      1.35721703e-28                    
    23217.7525787415        7.586112e-16                       |         1.29122084e+14      1.36407705e-28                    
    23222.7525787415        7.563407e-16                       |         1.29094283e+14      1.36058023e-28                    
    23227.7525787415        7.461276e-16                       |         1.29066494e+14      1.34278593e-28                    
    23232.7525787415        7.351545e-16                       |         1.29038717e+14      1.32360759e-28                    
    23237.7525787415         7.27376e-16                       |         1.29010952e+14      1.31016656e-28                    
    23242.7525787415        7.193093e-16                       |         1.28983199e+14      1.29619425e-28                    
    23247.7525787415        7.140882e-16                       |         1.28955458e+14      1.28733952e-28                    
    23252.7525787415        7.188606e-16                       |         1.28927729e+14      1.29650059e-28                    
    23257.7525787415        7.308244e-16                       |         1.28900012e+14      1.31864480e-28                    
    23262.7525787415         7.41739e-16                       |         1.28872307e+14      1.33891379e-28                    
    23267.7525787415        7.348525e-16                       |         1.28844614e+14      1.32705324e-28                    
    23272.7525787415        7.303896e-16                       |         1.28816932e+14      1.31956073e-28                    
    23277.7525787415        7.302215e-16                       |         1.28789263e+14      1.31982396e-28                    
    23282.7525787415        7.395815e-16                       |         1.28761605e+14      1.33731582e-28                    
    23287.7525787415        7.443977e-16                       |         1.28733959e+14      1.34660268e-28                    
    23292.7525787415        7.482287e-16                       |         1.28706325e+14      1.35411418e-28                    
    23297.7525787415        7.470095e-16                       |         1.28678703e+14      1.35248818e-28                    
    23302.7525787415        7.441559e-16                       |         1.28651093e+14      1.34790000e-28                    
    23307.7525787415        7.424419e-16                       |         1.28623495e+14      1.34537257e-28                    
    23312.7525787415         7.43141e-16                       |         1.28595908e+14      1.34721723e-28                    
    23317.7525787415        7.485022e-16                       |         1.28568333e+14      1.35751850e-28                    
    23322.7525787415        7.551479e-16                       |         1.28540771e+14      1.37015886e-28                    
    23327.7525787415        7.587478e-16                       |         1.28513220e+14      1.37728095e-28                    
    23332.7525787415        7.577357e-16                       |         1.28485680e+14      1.37603347e-28                    
    23337.7525787415        7.512522e-16                       |         1.28458153e+14      1.36484431e-28                    
    23342.7525787415         7.48018e-16                       |         1.28430637e+14      1.35955092e-28                    
    23347.7525787415        7.483617e-16                       |         1.28403133e+14      1.36075837e-28                    
    23352.7525787415        7.516534e-16                       |         1.28375641e+14      1.36732917e-28                    
    23357.7525787415        7.499126e-16                       |         1.28348161e+14      1.36474670e-28                    
    23362.7525787415        7.446199e-16                       |         1.28320693e+14      1.35569487e-28                    
    23367.7525787415        7.403961e-16                       |         1.28293236e+14      1.34858185e-28                    
    23372.7525787415        7.431633e-16                       |         1.28265791e+14      1.35420145e-28                    
    23377.7525787415        7.478647e-16                       |         1.28238357e+14      1.36335152e-28                    
    23382.7525787415        7.471109e-16                       |         1.28210936e+14      1.36256000e-28                    
    23387.7525787415          7.4818e-16                       |         1.28183526e+14      1.36509342e-28                    
    23392.7525787415        7.519018e-16                       |         1.28156128e+14      1.37247068e-28                    
    23397.7525787415        7.538043e-16                       |         1.28128741e+14      1.37653163e-28                    
    23402.7525787415        7.530497e-16                       |         1.28101367e+14      1.37574144e-28                    
    23407.7525787415         7.50218e-16                       |         1.28074004e+14      1.37115393e-28                    
    23412.7525787415        7.509053e-16                       |         1.28046652e+14      1.37299646e-28                    
    23417.7525787415        7.506057e-16                       |         1.28019313e+14      1.37303491e-28                    
    23422.7525787415        7.420863e-16                       |         1.27991985e+14      1.35803065e-28                    
    23427.7525787415        7.355899e-16                       |         1.27964668e+14      1.34671690e-28                    
    23432.7525787415        7.336106e-16                       |         1.27937364e+14      1.34366656e-28                    
    23437.7525787415        7.412616e-16                       |         1.27910071e+14      1.35825943e-28                    
    23442.7525787415        7.428644e-16                       |         1.27882789e+14      1.36177717e-28                    
    23447.7525787415         7.42371e-16                       |         1.27855520e+14      1.36145327e-28                    
    23452.7525787415        7.375332e-16                       |         1.27828262e+14      1.35315801e-28                    
    23457.7525787415        7.389393e-16                       |         1.27801015e+14      1.35631593e-28                    
    23462.7525787415        7.390431e-16                       |         1.27773780e+14      1.35708479e-28                    
    23467.7525787415        7.410185e-16                       |         1.27746557e+14      1.36129217e-28                    
    23472.7525787415        7.467707e-16                       |         1.27719345e+14      1.37244392e-28                    
    23477.7525787415        7.448765e-16                       |         1.27692145e+14      1.36954596e-28                    
    23482.7525787415        7.468131e-16                       |         1.27664957e+14      1.37369155e-28                    
    23487.7525787415        7.478688e-16                       |         1.27637780e+14      1.37621928e-28                    
    23492.7525787415        7.527588e-16                       |         1.27610614e+14      1.38580762e-28                    
    23497.7525787415        7.527255e-16                       |         1.27583461e+14      1.38633624e-28                    
    23502.7525787415        7.452448e-16                       |         1.27556318e+14      1.37314281e-28                    
    23507.7525787415        7.400688e-16                       |         1.27529188e+14      1.36418608e-28                    
    23512.7525787415        7.398835e-16                       |         1.27502069e+14      1.36442474e-28                    
    23517.7525787415        7.443188e-16                       |         1.27474961e+14      1.37318774e-28                    
    23522.7525787415        7.440892e-16                       |         1.27447865e+14      1.37334793e-28                    
    23527.7525787415        7.375181e-16                       |         1.27420780e+14      1.36179855e-28                    
    23532.7525787415        7.300378e-16                       |         1.27393707e+14      1.34855946e-28                    
    23537.7525787415        7.313045e-16                       |         1.27366646e+14      1.35147348e-28                    
    23542.7525787415        7.400379e-16                       |         1.27339595e+14      1.36819417e-28                    
    23547.7525787415        7.439373e-16                       |         1.27312557e+14      1.37598772e-28                    
    23552.7525787415        7.439192e-16                       |         1.27285530e+14      1.37653863e-28                    
    23557.7525787415        7.424135e-16                       |         1.27258514e+14      1.37433583e-28                    
    23562.7525787415        7.404966e-16                       |         1.27231510e+14      1.37136926e-28                    
    23567.7525787415        7.360616e-16                       |         1.27204517e+14      1.36373441e-28                    
    23572.7525787415        7.296348e-16                       |         1.27177536e+14      1.35240084e-28                    
    23577.7525787415        7.284866e-16                       |         1.27150566e+14      1.35084548e-28                    
    23582.7525787415        7.348856e-16                       |         1.27123608e+14      1.36328929e-28                    
    23587.7525787415        7.413734e-16                       |         1.27096661e+14      1.37590809e-28                    
    23592.7525787415         7.46572e-16                       |         1.27069725e+14      1.38614359e-28                    
    23597.7525787415        7.504802e-16                       |         1.27042801e+14      1.39399052e-28                    
    23602.7525787415        7.525967e-16                       |         1.27015889e+14      1.39851430e-28                    
